stars_join,reg_date,crawl_date,view_cnt,stars,title,webtoon_id,author,ep_id
269,2015.04.24,2015.07.27,28000,9.35,공상과학스타대전2,620951,uk2toon,79
294,2015.04.30,2015.07.27,24065,9.54,공상과학스타대전2,620951,uk2toon,80
381,2015.05.04,2015.07.27,30328,9.46,공상과학스타대전2,620951,uk2toon,81
309,2015.05.10,2015.07.27,28321,8.83,공상과학스타대전2,620951,uk2toon,82
1544,2015.05.15,2015.07.27,29113,3.33,공상과학스타대전2,620951,uk2toon,83
997,2015.05.19,2015.07.27,26808,4.28,공상과학스타대전2,620951,uk2toon,84
524,2015.05.23,2015.07.27,31110,7.17,공상과학스타대전2,620951,uk2toon,85
529,2015.05.30,2015.07.27,29442,9.00,공상과학스타대전2,620951,uk2toon,86
332,2015.06.05,2015.07.27,28801,9.13,공상과학스타대전2,620951,uk2toon,87
444,2015.06.11,2015.07.27,25842,9.53,공상과학스타대전2,620951,uk2toon,88
306,2015.06.16,2015.07.27,26739,9.50,공상과학스타대전2,620951,uk2toon,89
251,2015.06.22,2015.07.27,23784,9.49,공상과학스타대전2,620951,uk2toon,90
322,2015.06.25,2015.07.27,30582,9.49,공상과학스타대전2,620951,uk2toon,91
291,2015.07.06,2015.07.27,27040,9.59,공상과학스타대전2,620951,uk2toon,92
287,2015.07.13,2015.07.27,22586,9.70,공상과학스타대전2,620951,uk2toon,93
205,2015.07.17,2015.07.27,22814,9.55,공상과학스타대전2,620951,uk2toon,94
235,2015.07.23,2015.07.27,16248,9.65,공상과학스타대전2,620951,uk2toon,95
113,2015.07.27,2015.07.27,5236,9.60,공상과학스타대전2,620951,uk2toon,96
82,2014.06.07,2015.07.27,11936,9.10,폭풍의 짱빨라,621555,wd524u,3
77,2014.06.29,2015.07.27,8592,9.30,폭풍의 짱빨라,621555,wd524u,4
69,2014.07.12,2015.07.27,7178,9.48,폭풍의 짱빨라,621555,wd524u,5
72,2014.08.04,2015.07.27,6891,9.46,폭풍의 짱빨라,621555,wd524u,6
76,2014.08.22,2015.07.27,6622,9.28,폭풍의 짱빨라,621555,wd524u,7
72,2014.11.29,2015.07.27,6336,9.62,폭풍의 짱빨라,621555,wd524u,8
72,2014.12.12,2015.07.27,6288,9.62,폭풍의 짱빨라,621555,wd524u,9
86,2014.12.17,2015.07.27,6505,9.70,폭풍의 짱빨라,621555,wd524u,10
87,2014.12.26,2015.07.27,6843,9.59,폭풍의 짱빨라,621555,wd524u,12
80,2015.01.10,2015.07.27,7374,9.66,폭풍의 짱빨라,621555,wd524u,15
78,2015.01.19,2015.07.27,6097,9.65,폭풍의 짱빨라,621555,wd524u,16
91,2015.01.30,2015.07.27,6039,9.71,폭풍의 짱빨라,621555,wd524u,17
90,2015.02.07,2015.07.27,7329,9.73,폭풍의 짱빨라,621555,wd524u,18
72,2015.02.14,2015.07.27,5002,9.38,폭풍의 짱빨라,621555,wd524u,19
111,2015.02.27,2015.07.27,6076,9.63,폭풍의 짱빨라,621555,wd524u,20
93,2015.03.05,2015.07.27,4751,9.71,폭풍의 짱빨라,621555,wd524u,21
95,2015.03.13,2015.07.27,6245,9.62,폭풍의 짱빨라,621555,wd524u,22
111,2015.03.21,2015.07.27,5219,9.74,폭풍의 짱빨라,621555,wd524u,23
77,2015.03.27,2015.07.27,4835,9.64,폭풍의 짱빨라,621555,wd524u,24
81,2015.04.04,2015.07.27,6148,9.53,폭풍의 짱빨라,621555,wd524u,25
41,2015.05.13,2015.07.27,3769,8.71,폭풍의 짱빨라,621555,wd524u,26
10,2015.07.27,2015.07.27,784,9.10,폭풍의 짱빨라,621555,wd524u,27
275,2012.01.30,2015.07.27,19166,9.65,밤의 피조물,440696,peter_42,5
243,2012.02.02,2015.07.27,12976,9.74,밤의 피조물,440696,peter_42,9
220,2012.02.06,2015.07.27,11717,9.67,밤의 피조물,440696,peter_42,13
202,2012.02.11,2015.07.27,9578,9.73,밤의 피조물,440696,peter_42,14
200,2012.02.16,2015.07.27,9594,9.68,밤의 피조물,440696,peter_42,16
194,2012.02.18,2015.07.27,12500,9.81,밤의 피조물,440696,peter_42,19
297,2012.02.23,2015.07.27,18312,9.85,밤의 피조물,440696,peter_42,23
187,2012.04.01,2015.07.27,12184,9.87,밤의 피조물,440696,peter_42,28
92,2014.12.02,2015.07.27,5956,9.61,밤의 피조물,440696,peter_42,29
146,2015.03.05,2015.07.27,7647,9.86,밤의 피조물,440696,peter_42,30
132,2015.03.11,2015.07.27,6434,9.93,밤의 피조물,440696,peter_42,31
113,2015.07.21,2015.07.27,4677,9.92,밤의 피조물,440696,peter_42,32
41,2015.07.27,2015.07.27,1605,10.00,밤의 피조물,440696,peter_42,33
754,2014.09.07,2015.07.27,46619,9.88,3F : 표류도시,634663,salaman_,2
633,2014.09.14,2015.07.27,36184,9.85,3F : 표류도시,634663,salaman_,3
689,2014.09.21,2015.07.27,31066,9.86,3F : 표류도시,634663,salaman_,4
585,2014.09.28,2015.07.27,23479,9.86,3F : 표류도시,634663,salaman_,5
577,2014.10.05,2015.07.27,21807,9.86,3F : 표류도시,634663,salaman_,6
608,2014.10.12,2015.07.27,22462,9.81,3F : 표류도시,634663,salaman_,7
496,2014.10.19,2015.07.27,19624,9.87,3F : 표류도시,634663,salaman_,8
600,2014.10.26,2015.07.27,20108,9.88,3F : 표류도시,634663,salaman_,9
555,2014.11.02,2015.07.27,19435,9.91,3F : 표류도시,634663,salaman_,10
499,2014.11.09,2015.07.27,16235,9.89,3F : 표류도시,634663,salaman_,11
375,2014.11.16,2015.07.27,16837,9.86,3F : 표류도시,634663,salaman_,12
359,2014.11.23,2015.07.27,14017,9.95,3F : 표류도시,634663,salaman_,13
296,2015.01.18,2015.07.27,11255,9.91,3F : 표류도시,634663,salaman_,14
318,2015.01.25,2015.07.27,13426,9.89,3F : 표류도시,634663,salaman_,15
308,2015.02.01,2015.07.27,10573,9.93,3F : 표류도시,634663,salaman_,16
255,2015.02.08,2015.07.27,9354,9.93,3F : 표류도시,634663,salaman_,17
253,2015.02.15,2015.07.27,10409,9.86,3F : 표류도시,634663,salaman_,18
292,2015.02.22,2015.07.27,9649,9.91,3F : 표류도시,634663,salaman_,19
224,2015.03.01,2015.07.27,7250,9.92,3F : 표류도시,634663,salaman_,20
215,2015.03.08,2015.07.27,9763,9.87,3F : 표류도시,634663,salaman_,21
273,2015.03.15,2015.07.27,7750,9.90,3F : 표류도시,634663,salaman_,22
238,2015.03.22,2015.07.27,8245,9.92,3F : 표류도시,634663,salaman_,23
192,2015.03.29,2015.07.27,8337,9.91,3F : 표류도시,634663,salaman_,24
186,2015.04.05,2015.07.27,6394,9.91,3F : 표류도시,634663,salaman_,25
201,2015.04.12,2015.07.27,7571,9.87,3F : 표류도시,634663,salaman_,26
209,2015.04.19,2015.07.27,10688,9.91,3F : 표류도시,634663,salaman_,27
145,2015.04.26,2015.07.27,5581,9.88,3F : 표류도시,634663,salaman_,28
108,2015.05.03,2015.07.27,5848,9.81,3F : 표류도시,634663,salaman_,29
24,2015.07.27,2015.07.27,2037,9.62,3F : 표류도시,634663,salaman_,30
879,2014.04.09,2015.07.27,27044,9.83,스푸키 멜로디,620385,jonggoon12,2
882,2014.04.13,2015.07.27,24305,9.90,스푸키 멜로디,620385,jonggoon12,3
733,2014.04.17,2015.07.27,22508,9.89,스푸키 멜로디,620385,jonggoon12,4
840,2014.04.23,2015.07.27,21839,9.91,스푸키 멜로디,620385,jonggoon12,5
756,2014.04.29,2015.07.27,20384,9.91,스푸키 멜로디,620385,jonggoon12,6
830,2014.05.06,2015.07.27,18703,9.92,스푸키 멜로디,620385,jonggoon12,7
654,2014.05.14,2015.07.27,18366,9.89,스푸키 멜로디,620385,jonggoon12,8
855,2014.05.19,2015.07.27,17271,9.91,스푸키 멜로디,620385,jonggoon12,9
644,2014.05.24,2015.07.27,16636,9.91,스푸키 멜로디,620385,jonggoon12,10
601,2014.05.29,2015.07.27,12215,9.91,스푸키 멜로디,620385,jonggoon12,11
632,2014.06.04,2015.07.27,15015,9.89,스푸키 멜로디,620385,jonggoon12,12
573,2014.06.12,2015.07.27,13779,9.90,스푸키 멜로디,620385,jonggoon12,13
332,2014.06.16,2015.07.27,8166,9.89,스푸키 멜로디,620385,jonggoon12,14
519,2014.06.30,2015.07.27,13426,9.91,스푸키 멜로디,620385,jonggoon12,15
524,2014.07.03,2015.07.27,12565,9.89,스푸키 멜로디,620385,jonggoon12,16
540,2014.07.08,2015.07.27,12402,9.85,스푸키 멜로디,620385,jonggoon12,17
1930,2014.07.12,2015.07.27,12452,9.95,스푸키 멜로디,620385,jonggoon12,18
1100,2014.07.15,2015.07.27,13275,9.93,스푸키 멜로디,620385,jonggoon12,19
850,2014.07.19,2015.07.27,13675,9.92,스푸키 멜로디,620385,jonggoon12,20
628,2014.07.21,2015.07.27,12558,9.92,스푸키 멜로디,620385,jonggoon12,21
573,2014.07.24,2015.07.27,11848,9.88,스푸키 멜로디,620385,jonggoon12,22
668,2014.07.26,2015.07.27,14668,9.91,스푸키 멜로디,620385,jonggoon12,23
631,2014.08.10,2015.07.27,15120,9.89,스푸키 멜로디,620385,jonggoon12,25
667,2014.08.14,2015.07.27,15160,9.91,스푸키 멜로디,620385,jonggoon12,26
688,2014.08.24,2015.07.27,12940,9.92,스푸키 멜로디,620385,jonggoon12,27
802,2014.08.31,2015.07.27,13111,9.92,스푸키 멜로디,620385,jonggoon12,28
676,2014.09.08,2015.07.27,11444,9.86,스푸키 멜로디,620385,jonggoon12,29
513,2014.09.14,2015.07.27,11072,9.91,스푸키 멜로디,620385,jonggoon12,30
536,2014.09.23,2015.07.27,7207,9.83,스푸키 멜로디,620385,jonggoon12,31
616,2014.10.02,2015.07.27,11508,9.92,스푸키 멜로디,620385,jonggoon12,32
520,2014.10.08,2015.07.27,10774,9.91,스푸키 멜로디,620385,jonggoon12,33
521,2014.10.19,2015.07.27,10203,9.90,스푸키 멜로디,620385,jonggoon12,34
540,2014.10.25,2015.07.27,10748,9.90,스푸키 멜로디,620385,jonggoon12,35
507,2014.10.30,2015.07.27,5565,9.90,스푸키 멜로디,620385,jonggoon12,36
521,2014.11.01,2015.07.27,10317,9.88,스푸키 멜로디,620385,jonggoon12,37
509,2014.11.08,2015.07.27,9994,9.85,스푸키 멜로디,620385,jonggoon12,38
524,2014.11.15,2015.07.27,9640,9.90,스푸키 멜로디,620385,jonggoon12,39
558,2014.11.22,2015.07.27,9964,9.91,스푸키 멜로디,620385,jonggoon12,40
463,2014.11.30,2015.07.27,10097,9.88,스푸키 멜로디,620385,jonggoon12,43
443,2014.12.07,2015.07.27,9049,9.87,스푸키 멜로디,620385,jonggoon12,44
373,2014.12.13,2015.07.27,8059,9.89,스푸키 멜로디,620385,jonggoon12,45
368,2014.12.21,2015.07.27,8008,9.89,스푸키 멜로디,620385,jonggoon12,47
602,2014.12.26,2015.07.27,8934,9.92,스푸키 멜로디,620385,jonggoon12,48
326,2014.12.31,2015.07.27,4585,9.85,스푸키 멜로디,620385,jonggoon12,49
485,2015.01.04,2015.07.27,8597,9.86,스푸키 멜로디,620385,jonggoon12,50
466,2015.01.10,2015.07.27,8914,9.86,스푸키 멜로디,620385,jonggoon12,51
330,2015.01.18,2015.07.27,4050,9.85,스푸키 멜로디,620385,jonggoon12,52
380,2015.01.25,2015.07.27,7143,9.84,스푸키 멜로디,620385,jonggoon12,53
390,2015.02.01,2015.07.27,5957,9.86,스푸키 멜로디,620385,jonggoon12,54
313,2015.02.06,2015.07.27,6832,9.85,스푸키 멜로디,620385,jonggoon12,55
317,2015.02.07,2015.07.27,7201,9.84,스푸키 멜로디,620385,jonggoon12,56
239,2015.02.11,2015.07.27,4385,9.63,스푸키 멜로디,620385,jonggoon12,57
292,2015.02.14,2015.07.27,6977,9.77,스푸키 멜로디,620385,jonggoon12,58
348,2015.02.21,2015.07.27,7389,9.87,스푸키 멜로디,620385,jonggoon12,59
258,2015.03.03,2015.07.27,6135,9.84,스푸키 멜로디,620385,jonggoon12,60
313,2015.03.07,2015.07.27,6980,9.80,스푸키 멜로디,620385,jonggoon12,61
275,2015.03.15,2015.07.27,6592,9.83,스푸키 멜로디,620385,jonggoon12,62
231,2015.03.24,2015.07.27,6015,9.75,스푸키 멜로디,620385,jonggoon12,63
220,2015.04.01,2015.07.27,5852,9.92,스푸키 멜로디,620385,jonggoon12,64
150,2015.04.10,2015.07.27,3453,9.88,스푸키 멜로디,620385,jonggoon12,65
206,2015.05.25,2015.07.27,5522,9.87,스푸키 멜로디,620385,jonggoon12,66
89,2015.07.27,2015.07.27,1072,10.00,스푸키 멜로디,620385,jonggoon12,67
1150,2014.03.17,2015.07.27,66528,9.85,네모네모,547689,s_nemo,9
786,2015.02.09,2015.07.27,15883,9.91,네모네모,547689,s_nemo,36
664,2015.02.12,2015.07.27,11653,9.91,네모네모,547689,s_nemo,37
519,2015.02.14,2015.07.27,11907,9.91,네모네모,547689,s_nemo,38
474,2015.02.23,2015.07.27,11532,9.82,네모네모,547689,s_nemo,39
266,2015.04.17,2015.07.27,7622,9.83,네모네모,547689,s_nemo,41
207,2015.04.18,2015.07.27,7033,9.67,네모네모,547689,s_nemo,42
239,2015.04.20,2015.07.27,7874,9.81,네모네모,547689,s_nemo,43
369,2015.04.22,2015.07.27,7137,9.85,네모네모,547689,s_nemo,44
313,2015.05.04,2015.07.27,8636,9.78,네모네모,547689,s_nemo,45
215,2015.05.11,2015.07.27,6899,9.82,네모네모,547689,s_nemo,46
171,2015.05.14,2015.07.27,6243,9.89,네모네모,547689,s_nemo,47
145,2015.05.17,2015.07.27,6336,9.57,네모네모,547689,s_nemo,48
192,2015.05.22,2015.07.27,8710,9.88,네모네모,547689,s_nemo,49
98,2015.07.07,2015.07.27,3075,9.91,네모네모,547689,s_nemo,52
122,2015.07.08,2015.07.27,3920,9.75,네모네모,547689,s_nemo,53
114,2015.07.09,2015.07.27,3190,9.84,네모네모,547689,s_nemo,54
113,2015.07.14,2015.07.27,3165,9.54,네모네모,547689,s_nemo,55
105,2015.07.22,2015.07.27,2062,9.83,네모네모,547689,s_nemo,56
87,2015.07.25,2015.07.27,1448,9.79,네모네모,547689,s_nemo,57
54,2015.07.27,2015.07.27,895,9.35,네모네모,547689,s_nemo,58
188,2014.12.30,2015.07.27,24971,9.13,테이커,618334,tmdqja9700,30
203,2015.01.07,2015.07.27,27021,9.10,테이커,618334,tmdqja9700,31
169,2015.01.18,2015.07.27,25560,9.20,테이커,618334,tmdqja9700,32
173,2015.01.26,2015.07.27,24517,9.07,테이커,618334,tmdqja9700,33
258,2015.02.02,2015.07.27,22376,9.20,테이커,618334,tmdqja9700,34
210,2015.02.10,2015.07.27,21548,9.10,테이커,618334,tmdqja9700,35
181,2015.02.20,2015.07.27,21070,9.40,테이커,618334,tmdqja9700,36
169,2015.02.28,2015.07.27,21157,9.58,테이커,618334,tmdqja9700,37
159,2015.03.15,2015.07.27,20468,9.39,테이커,618334,tmdqja9700,38
145,2015.03.30,2015.07.27,20539,9.37,테이커,618334,tmdqja9700,39
140,2015.04.12,2015.07.27,20626,9.50,테이커,618334,tmdqja9700,40
139,2015.04.27,2015.07.27,20296,9.49,테이커,618334,tmdqja9700,41
136,2015.05.07,2015.07.27,19471,9.49,테이커,618334,tmdqja9700,42
142,2015.05.20,2015.07.27,18885,9.56,테이커,618334,tmdqja9700,43
133,2015.05.31,2015.07.27,18544,9.53,테이커,618334,tmdqja9700,44
133,2015.06.15,2015.07.27,18596,9.53,테이커,618334,tmdqja9700,45
153,2015.06.28,2015.07.27,20008,9.65,테이커,618334,tmdqja9700,46
136,2015.07.03,2015.07.27,11039,9.40,테이커,618334,tmdqja9700,47
178,2015.07.05,2015.07.27,20583,9.60,테이커,618334,tmdqja9700,48
170,2015.07.13,2015.07.27,16206,9.74,테이커,618334,tmdqja9700,49
161,2015.07.20,2015.07.27,14226,9.83,테이커,618334,tmdqja9700,50
109,2015.07.27,2015.07.27,5323,9.83,테이커,618334,tmdqja9700,51
1589,2014.12.08,2015.07.27,94334,9.86,일어나보니 치킨,642418,space_star3,2
1048,2014.12.15,2015.07.27,87422,9.88,일어나보니 치킨,642418,space_star3,4
853,2014.12.23,2015.07.27,77390,9.89,일어나보니 치킨,642418,space_star3,5
828,2014.12.29,2015.07.27,68557,9.90,일어나보니 치킨,642418,space_star3,6
759,2015.01.05,2015.07.27,64819,9.90,일어나보니 치킨,642418,space_star3,7
1034,2015.01.12,2015.07.27,67413,9.93,일어나보니 치킨,642418,space_star3,8
908,2015.01.19,2015.07.27,70366,9.84,일어나보니 치킨,642418,space_star3,9
922,2015.01.26,2015.07.27,61109,9.93,일어나보니 치킨,642418,space_star3,10
1048,2015.02.02,2015.07.27,58906,9.88,일어나보니 치킨,642418,space_star3,11
855,2015.02.09,2015.07.27,54485,9.89,일어나보니 치킨,642418,space_star3,12
764,2015.02.16,2015.07.27,54022,9.89,일어나보니 치킨,642418,space_star3,13
572,2015.02.22,2015.07.27,35625,9.81,일어나보니 치킨,642418,space_star3,14
620,2015.03.01,2015.07.27,46794,9.81,일어나보니 치킨,642418,space_star3,15
582,2015.03.09,2015.07.27,36205,9.90,일어나보니 치킨,642418,space_star3,16
502,2015.03.16,2015.07.27,35704,9.91,일어나보니 치킨,642418,space_star3,17
583,2015.03.18,2015.07.27,26237,9.87,일어나보니 치킨,642418,space_star3,18
435,2015.03.23,2015.07.27,36949,9.87,일어나보니 치킨,642418,space_star3,19
352,2015.03.29,2015.07.27,17140,9.76,일어나보니 치킨,642418,space_star3,20
398,2015.05.01,2015.07.27,30165,9.86,일어나보니 치킨,642418,space_star3,21
204,2015.05.31,2015.07.27,11183,9.90,일어나보니 치킨,642418,space_star3,22
393,2015.06.07,2015.07.27,25694,9.90,일어나보니 치킨,642418,space_star3,23
282,2015.06.28,2015.07.27,16869,9.89,일어나보니 치킨,642418,space_star3,24
292,2015.07.05,2015.07.27,17590,9.93,일어나보니 치킨,642418,space_star3,25
234,2015.07.12,2015.07.27,12715,9.96,일어나보니 치킨,642418,space_star3,26
225,2015.07.20,2015.07.27,10773,9.75,일어나보니 치킨,642418,space_star3,27
136,2015.07.27,2015.07.27,6208,9.72,일어나보니 치킨,642418,space_star3,28
2861,2013.08.26,2015.07.27,46396,9.95,지구와 사람과 동물,584696,sangjun0926,2
2994,2013.08.26,2015.07.27,39201,9.95,지구와 사람과 동물,584696,sangjun0926,3
2338,2013.08.29,2015.07.27,35342,9.96,지구와 사람과 동물,584696,sangjun0926,4
2227,2013.09.02,2015.07.27,33809,9.96,지구와 사람과 동물,584696,sangjun0926,5
2133,2013.09.05,2015.07.27,31540,9.95,지구와 사람과 동물,584696,sangjun0926,6
2072,2013.09.09,2015.07.27,30981,9.94,지구와 사람과 동물,584696,sangjun0926,7
2231,2013.09.16,2015.07.27,29837,9.94,지구와 사람과 동물,584696,sangjun0926,8
2195,2013.09.23,2015.07.27,30115,9.95,지구와 사람과 동물,584696,sangjun0926,9
1968,2013.09.30,2015.07.27,30782,9.94,지구와 사람과 동물,584696,sangjun0926,11
2326,2013.10.07,2015.07.27,26806,9.95,지구와 사람과 동물,584696,sangjun0926,12
1753,2013.10.14,2015.07.27,25083,9.95,지구와 사람과 동물,584696,sangjun0926,13
1953,2013.10.21,2015.07.27,27532,9.95,지구와 사람과 동물,584696,sangjun0926,14
1992,2013.10.28,2015.07.27,24868,9.96,지구와 사람과 동물,584696,sangjun0926,15
1924,2013.11.04,2015.07.27,24343,9.94,지구와 사람과 동물,584696,sangjun0926,16
1091,2013.11.06,2015.07.27,14192,9.94,지구와 사람과 동물,584696,sangjun0926,17
1962,2013.11.11,2015.07.27,23345,9.93,지구와 사람과 동물,584696,sangjun0926,18
1561,2013.11.18,2015.07.27,21477,9.93,지구와 사람과 동물,584696,sangjun0926,19
1677,2013.11.25,2015.07.27,22017,9.90,지구와 사람과 동물,584696,sangjun0926,20
1405,2013.12.02,2015.07.27,21407,9.92,지구와 사람과 동물,584696,sangjun0926,21
2713,2013.12.09,2015.07.27,22162,9.93,지구와 사람과 동물,584696,sangjun0926,22
2023,2013.12.16,2015.07.27,22096,9.91,지구와 사람과 동물,584696,sangjun0926,23
1605,2013.12.23,2015.07.27,19727,9.90,지구와 사람과 동물,584696,sangjun0926,24
1437,2013.12.30,2015.07.27,18708,9.89,지구와 사람과 동물,584696,sangjun0926,25
1273,2014.01.06,2015.07.27,17811,9.87,지구와 사람과 동물,584696,sangjun0926,26
1756,2014.01.13,2015.07.27,16726,9.89,지구와 사람과 동물,584696,sangjun0926,27
1266,2014.01.20,2015.07.27,18087,9.84,지구와 사람과 동물,584696,sangjun0926,28
1305,2014.01.27,2015.07.27,17712,9.88,지구와 사람과 동물,584696,sangjun0926,29
822,2014.02.03,2015.07.27,13486,9.83,지구와 사람과 동물,584696,sangjun0926,30
1294,2014.02.10,2015.07.27,21561,9.90,지구와 사람과 동물,584696,sangjun0926,31
1055,2014.02.17,2015.07.27,17412,9.84,지구와 사람과 동물,584696,sangjun0926,32
1029,2014.02.24,2015.07.27,16991,9.85,지구와 사람과 동물,584696,sangjun0926,33
578,2014.03.03,2015.07.27,10477,9.72,지구와 사람과 동물,584696,sangjun0926,35
935,2014.03.10,2015.07.27,17922,9.87,지구와 사람과 동물,584696,sangjun0926,36
581,2014.03.17,2015.07.27,21353,9.80,지구와 사람과 동물,584696,sangjun0926,37
896,2014.03.24,2015.07.27,16455,9.89,지구와 사람과 동물,584696,sangjun0926,38
462,2014.03.31,2015.07.27,9687,9.68,지구와 사람과 동물,584696,sangjun0926,39
1098,2014.04.07,2015.07.27,19781,9.89,지구와 사람과 동물,584696,sangjun0926,40
602,2014.04.14,2015.07.27,7489,9.89,지구와 사람과 동물,584696,sangjun0926,41
917,2014.04.21,2015.07.27,12960,9.90,지구와 사람과 동물,584696,sangjun0926,42
446,2014.04.28,2015.07.27,6962,9.83,지구와 사람과 동물,584696,sangjun0926,43
710,2014.05.05,2015.07.27,13577,9.88,지구와 사람과 동물,584696,sangjun0926,44
732,2014.05.19,2015.07.27,12612,9.87,지구와 사람과 동물,584696,sangjun0926,46
508,2014.05.26,2015.07.27,7228,9.84,지구와 사람과 동물,584696,sangjun0926,47
584,2014.06.02,2015.07.27,13249,9.84,지구와 사람과 동물,584696,sangjun0926,48
565,2014.06.09,2015.07.27,11762,9.85,지구와 사람과 동물,584696,sangjun0926,49
559,2014.06.16,2015.07.27,11472,9.87,지구와 사람과 동물,584696,sangjun0926,50
490,2014.06.23,2015.07.27,10915,9.85,지구와 사람과 동물,584696,sangjun0926,51
487,2014.06.30,2015.07.27,10791,9.85,지구와 사람과 동물,584696,sangjun0926,52
477,2014.07.07,2015.07.27,10634,9.85,지구와 사람과 동물,584696,sangjun0926,53
431,2014.07.14,2015.07.27,9730,9.80,지구와 사람과 동물,584696,sangjun0926,54
412,2014.07.21,2015.07.27,9791,9.73,지구와 사람과 동물,584696,sangjun0926,55
581,2014.07.28,2015.07.27,10308,9.87,지구와 사람과 동물,584696,sangjun0926,56
313,2014.08.04,2015.07.27,7077,9.68,지구와 사람과 동물,584696,sangjun0926,57
757,2014.08.11,2015.07.27,9799,9.77,지구와 사람과 동물,584696,sangjun0926,58
278,2014.08.18,2015.07.27,6401,9.71,지구와 사람과 동물,584696,sangjun0926,59
508,2014.08.25,2015.07.27,8528,9.88,지구와 사람과 동물,584696,sangjun0926,60
252,2014.09.01,2015.07.27,5323,9.71,지구와 사람과 동물,584696,sangjun0926,61
445,2014.09.08,2015.07.27,8164,9.88,지구와 사람과 동물,584696,sangjun0926,62
259,2014.09.15,2015.07.27,5066,9.85,지구와 사람과 동물,584696,sangjun0926,63
497,2014.09.22,2015.07.27,9316,9.90,지구와 사람과 동물,584696,sangjun0926,64
380,2014.09.29,2015.07.27,7731,9.84,지구와 사람과 동물,584696,sangjun0926,65
216,2014.10.06,2015.07.27,4628,9.88,지구와 사람과 동물,584696,sangjun0926,66
416,2014.10.13,2015.07.27,7101,9.85,지구와 사람과 동물,584696,sangjun0926,67
359,2014.10.20,2015.07.27,6085,9.89,지구와 사람과 동물,584696,sangjun0926,68
392,2014.10.27,2015.07.27,6488,9.93,지구와 사람과 동물,584696,sangjun0926,69
376,2014.11.03,2015.07.27,5830,9.98,지구와 사람과 동물,584696,sangjun0926,70
299,2014.11.10,2015.07.27,5884,9.93,지구와 사람과 동물,584696,sangjun0926,71
269,2014.11.17,2015.07.27,5302,9.97,지구와 사람과 동물,584696,sangjun0926,72
306,2014.11.24,2015.07.27,6376,9.94,지구와 사람과 동물,584696,sangjun0926,73
351,2014.12.01,2015.07.27,6715,9.95,지구와 사람과 동물,584696,sangjun0926,74
265,2014.12.08,2015.07.27,6565,9.92,지구와 사람과 동물,584696,sangjun0926,75
237,2014.12.15,2015.07.27,5986,9.87,지구와 사람과 동물,584696,sangjun0926,77
300,2014.12.22,2015.07.27,6709,9.94,지구와 사람과 동물,584696,sangjun0926,78
268,2014.12.29,2015.07.27,6143,9.93,지구와 사람과 동물,584696,sangjun0926,79
277,2015.01.05,2015.07.27,6081,9.94,지구와 사람과 동물,584696,sangjun0926,80
282,2015.01.12,2015.07.27,6024,9.94,지구와 사람과 동물,584696,sangjun0926,81
301,2015.01.19,2015.07.27,6260,9.94,지구와 사람과 동물,584696,sangjun0926,82
303,2015.01.26,2015.07.27,6799,9.94,지구와 사람과 동물,584696,sangjun0926,83
335,2015.02.02,2015.07.27,6938,9.93,지구와 사람과 동물,584696,sangjun0926,84
304,2015.02.09,2015.07.27,7267,9.93,지구와 사람과 동물,584696,sangjun0926,85
215,2015.02.16,2015.07.27,5042,9.92,지구와 사람과 동물,584696,sangjun0926,86
285,2015.02.23,2015.07.27,6937,9.97,지구와 사람과 동물,584696,sangjun0926,87
241,2015.03.02,2015.07.27,5342,9.84,지구와 사람과 동물,584696,sangjun0926,88
206,2015.03.09,2015.07.27,5053,9.94,지구와 사람과 동물,584696,sangjun0926,89
261,2015.03.16,2015.07.27,5935,9.92,지구와 사람과 동물,584696,sangjun0926,90
182,2015.03.23,2015.07.27,5392,9.89,지구와 사람과 동물,584696,sangjun0926,91
178,2015.03.30,2015.07.27,5831,9.88,지구와 사람과 동물,584696,sangjun0926,92
165,2015.04.06,2015.07.27,4706,9.88,지구와 사람과 동물,584696,sangjun0926,93
233,2015.04.27,2015.07.27,5604,9.88,지구와 사람과 동물,584696,sangjun0926,94
225,2015.05.04,2015.07.27,5058,9.84,지구와 사람과 동물,584696,sangjun0926,95
228,2015.05.11,2015.07.27,4678,9.84,지구와 사람과 동물,584696,sangjun0926,96
253,2015.05.18,2015.07.27,4805,9.77,지구와 사람과 동물,584696,sangjun0926,97
213,2015.06.01,2015.07.27,5423,9.83,지구와 사람과 동물,584696,sangjun0926,98
226,2015.06.08,2015.07.27,4502,9.77,지구와 사람과 동물,584696,sangjun0926,99
162,2015.06.22,2015.07.27,4143,9.77,지구와 사람과 동물,584696,sangjun0926,100
225,2015.07.06,2015.07.27,3541,9.83,지구와 사람과 동물,584696,sangjun0926,101
162,2015.07.20,2015.07.27,2848,9.72,지구와 사람과 동물,584696,sangjun0926,102
79,2015.07.27,2015.07.27,1154,9.75,지구와 사람과 동물,584696,sangjun0926,103
321,2014.11.30,2015.07.27,16546,9.93,디드롭스 (D.drops),641353,santa4ce,2
316,2015.01.05,2015.07.27,16415,9.84,디드롭스 (D.drops),641353,santa4ce,3
262,2015.02.16,2015.07.27,14861,9.86,디드롭스 (D.drops),641353,santa4ce,4
256,2015.02.23,2015.07.27,9332,9.88,디드롭스 (D.drops),641353,santa4ce,5
234,2015.03.02,2015.07.27,8711,9.91,디드롭스 (D.drops),641353,santa4ce,6
